[21/Apr/2021 01:59:00] "GET /load_site_table?csrfmiddlewaretoken=eNW5o9Uo8De1lHXIufpj9K3LIBzavuzrgVkADq04hkcYu8Zd6z4TEgtEW6t3pkjK&site_no=2&database=iot&table_name=telesignalling&table_chinese_name=%E9%81%A5%E4%BF%A1%E8%A1%A8&all_keys=%7B%7D HTTP/1.1" 200 12230
[21/Apr/2021 03:29:10] "GET / HTTP/1.1" 200 34618
[21/Apr/2021 03:29:10] "GET /static/h-ui.admin/css/H-ui.admin.css HTTP/1.1" 200 7042
[21/Apr/2021 03:29:10] "GET /static/h-ui/css/H-ui.min.css HTTP/1.1" 200 174693
[21/Apr/2021 03:29:10] "GET /static/lib/Hui-iconfont/1.0.8/iconfont.css HTTP/1.1" 200 16591
[21/Apr/2021 03:29:10] "GET /static/h-ui.admin/skin/default/skin.css HTTP/1.1" 200 1173
[21/Apr/2021 03:29:10] "GET /static/bootstrap-3.3.7/plus/datatime/bootstrap-datetimepicker.min.css HTTP/1.1" 200 22598
[21/Apr/2021 03:29:10] "GET /static/lib/jquery/1.9.1/jquery.min.js HTTP/1.1" 200 92629
[21/Apr/2021 03:29:10] "GET /static/h-ui.admin/css/style.css HTTP/1.1" 404 1700
[21/Apr/2021 03:29:10] "GET /static/lib/layer/2.4/layer.js HTTP/1.1" 200 19843
[21/Apr/2021 03:29:10] "GET /static/bootstrap-3.3.7/plus/table/bootstrap-table.min.css HTTP/1.1" 200 5309
[21/Apr/2021 03:29:10] "GET /static/h-ui/js/H-ui.js HTTP/1.1" 200 293004
[21/Apr/2021 03:29:10] "GET /static/h-ui.admin/js/H-ui.admin.page.js HTTP/1.1" 200 3090
[21/Apr/2021 03:29:10] "GET /static/bootstrap-3.3.7/plus/table/bootstrap-table.min.js HTTP/1.1" 200 45501
[21/Apr/2021 03:29:10] "GET /static/bootstrap-3.3.7/plus/table/bootstrap-table-edit.js HTTP/1.1" 200 13691
[21/Apr/2021 03:29:10] "GET /static/bootstrap-3.3.7/plus/table/bootstrap-table-zh-CN.min.js HTTP/1.1" 200 852
[21/Apr/2021 03:29:10] "GET /static/h-ui.admin/css/style.css HTTP/1.1" 404 1700
[21/Apr/2021 03:29:10] "GET /static/bootstrap-3.3.7/plus/bootstrap-select.js HTTP/1.1" 200 29142
[21/Apr/2021 03:29:10] "GET /static/bootstrap-3.3.7/plus/datatime/bootstrap-datetimepicker.min.js HTTP/1.1" 200 36623
[21/Apr/2021 03:29:10] "GET /static/bootstrap-3.3.7/plus/datatime/bootstrap-datetimepicker.zh-CN.js HTTP/1.1" 200 813
[21/Apr/2021 03:29:11] "GET /static/bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1" 200 36816
[21/Apr/2021 03:29:11] "GET /static/bootstrap-3.3.7/js/html5shiv.min.js HTTP/1.1" 200 2636
[21/Apr/2021 03:29:11] "GET /static/h-ui/js/vue.js HTTP/1.1" 200 340880
[21/Apr/2021 03:29:11] "GET /static/lib/layer/2.4/skin/layer.css HTTP/1.1" 200 14042
[21/Apr/2021 03:29:11] "GET /static/h-ui.admin/skin/default/icon_arrow.png HTTP/1.1" 200 1484
[21/Apr/2021 03:29:11] "GET /static/lib/Hui-iconfont/1.0.8/iconfont.woff HTTP/1.1" 200 80688
Not Found: /favicon.ico
[21/Apr/2021 03:29:11] "GET /favicon.ico HTTP/1.1" 404 4236
[21/Apr/2021 03:29:11] "GET /load_tables_info?csrfmiddlewaretoken=9WHDmPxGFvoqXPkqshiLaUGxqfOYgRDTH5Cc0JjxTpn54m10MWNOnqZLj9fys41h HTTP/1.1" 200 1006
[21/Apr/2021 06:07:54] "GET / HTTP/1.1" 200 34618
[21/Apr/2021 06:07:54] "GET /static/h-ui.admin/css/style.css HTTP/1.1" 404 1700
[21/Apr/2021 06:07:55] "GET /static/h-ui.admin/css/style.css HTTP/1.1" 404 1700
[21/Apr/2021 06:07:55] "GET /load_tables_info?csrfmiddlewaretoken=zWxgI9A2BqGSyf2NmtCttKwMRaeXT6eu75sPm3mTPkFxFMJnG87wGgP0K4Fx5jCS HTTP/1.1" 200 1006
Not Found: /favicon.ico
[21/Apr/2021 06:07:55] "GET /favicon.ico HTTP/1.1" 404 4236
[21/Apr/2021 06:34:23] "GET / HTTP/1.1" 200 34618
[21/Apr/2021 06:34:23] "GET /static/h-ui/css/H-ui.min.css HTTP/1.1" 200 174693
[21/Apr/2021 06:34:23] "GET /static/h-ui.admin/css/H-ui.admin.css HTTP/1.1" 200 7042
[21/Apr/2021 06:34:23] "GET /static/lib/Hui-iconfont/1.0.8/iconfont.css HTTP/1.1" 200 16591
[21/Apr/2021 06:34:23] "GET /static/h-ui.admin/css/style.css HTTP/1.1" 404 1700
[21/Apr/2021 06:34:23] "GET /static/lib/layer/2.4/layer.js HTTP/1.1" 200 19843
[21/Apr/2021 06:34:23] "GET /static/lib/jquery/1.9.1/jquery.min.js HTTP/1.1" 200 92629
[21/Apr/2021 06:34:23] "GET /static/h-ui.admin/skin/default/skin.css HTTP/1.1" 200 1173
[21/Apr/2021 06:34:23] "GET /static/bootstrap-3.3.7/plus/table/bootstrap-table.min.css HTTP/1.1" 200 5309
[21/Apr/2021 06:34:23] "GET /static/bootstrap-3.3.7/plus/table/bootstrap-table-edit.js HTTP/1.1" 200 13691
[21/Apr/2021 06:34:23] "GET /static/h-ui.admin/js/H-ui.admin.page.js HTTP/1.1" 200 3090
[21/Apr/2021 06:34:23] "GET /static/bootstrap-3.3.7/plus/table/bootstrap-table-zh-CN.min.js HTTP/1.1" 200 852
[21/Apr/2021 06:34:23] "GET /static/bootstrap-3.3.7/plus/datatime/bootstrap-datetimepicker.min.css HTTP/1.1" 200 22598
[21/Apr/2021 06:34:23] "GET /static/bootstrap-3.3.7/plus/bootstrap-select.js HTTP/1.1" 200 29142
[21/Apr/2021 06:34:23] "GET /static/bootstrap-3.3.7/plus/table/bootstrap-table.min.js HTTP/1.1" 200 45501
[21/Apr/2021 06:34:23] "GET /static/h-ui/js/H-ui.js HTTP/1.1" 200 293004
[21/Apr/2021 06:34:24] "GET /static/bootstrap-3.3.7/plus/datatime/bootstrap-datetimepicker.min.js HTTP/1.1" 200 36623
[21/Apr/2021 06:34:24] "GET /static/bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1" 200 36816
[21/Apr/2021 06:34:24] "GET /static/bootstrap-3.3.7/js/html5shiv.min.js HTTP/1.1" 200 2636
[21/Apr/2021 06:34:24] "GET /static/h-ui.admin/css/style.css HTTP/1.1" 404 1700
[21/Apr/2021 06:34:24] "GET /static/bootstrap-3.3.7/plus/datatime/bootstrap-datetimepicker.zh-CN.js HTTP/1.1" 200 813
[21/Apr/2021 06:34:24] "GET /static/h-ui/js/vue.js HTTP/1.1" 200 340880
[21/Apr/2021 06:34:24] "GET /static/lib/layer/2.4/skin/layer.css HTTP/1.1" 200 14042
[21/Apr/2021 06:34:24] "GET /static/lib/Hui-iconfont/1.0.8/iconfont.woff HTTP/1.1" 200 80688
[21/Apr/2021 06:34:24] "GET /static/h-ui.admin/skin/default/icon_arrow.png HTTP/1.1" 200 1484
[21/Apr/2021 06:34:24] "GET /load_tables_info?csrfmiddlewaretoken=VSK3clpUKYjeTdAJKznXeyePUg7C23LFcOZZBVoi9cIxXcukz3hdb7vQjDUIT4vq HTTP/1.1" 200 1006
[21/Apr/2021 06:34:27] "GET /load_site_table?csrfmiddlewaretoken=VSK3clpUKYjeTdAJKznXeyePUg7C23LFcOZZBVoi9cIxXcukz3hdb7vQjDUIT4vq&site_no=1&database=timeservice&table_name=telemetry&table_chinese_name=%E9%81%A5%E6%B5%8B%E8%A1%A8&all_keys=%7B%7D HTTP/1.1" 200 54533
[21/Apr/2021 06:34:29] "GET /load_site_table?csrfmiddlewaretoken=VSK3clpUKYjeTdAJKznXeyePUg7C23LFcOZZBVoi9cIxXcukz3hdb7vQjDUIT4vq&site_no=1&database=timeservice&table_name=telesignalling&table_chinese_name=%E9%81%A5%E4%BF%A1%E8%A1%A8&all_keys=%7B%7D HTTP/1.1" 200 20183
[21/Apr/2021 06:34:30] "GET /load_site_table?csrfmiddlewaretoken=VSK3clpUKYjeTdAJKznXeyePUg7C23LFcOZZBVoi9cIxXcukz3hdb7vQjDUIT4vq&site_no=1&database=timeservice&table_name=telemetry&table_chinese_name=%E9%81%A5%E6%B5%8B%E8%A1%A8&all_keys=%7B%7D HTTP/1.1" 200 54533
[21/Apr/2021 06:34:31] "GET /load_site_table?csrfmiddlewaretoken=VSK3clpUKYjeTdAJKznXeyePUg7C23LFcOZZBVoi9cIxXcukz3hdb7vQjDUIT4vq&site_no=1&database=timeservice&table_name=telemetry&table_chinese_name=%E9%81%A5%E6%B5%8B%E8%A1%A8&all_keys=%7B%7D HTTP/1.1" 200 54533
[21/Apr/2021 06:34:31] "GET /load_site_table?csrfmiddlewaretoken=VSK3clpUKYjeTdAJKznXeyePUg7C23LFcOZZBVoi9cIxXcukz3hdb7vQjDUIT4vq&site_no=1&database=timeservice&table_name=telemetry&table_chinese_name=%E9%81%A5%E6%B5%8B%E8%A1%A8&all_keys=%7B%7D HTTP/1.1" 200 54533
[21/Apr/2021 06:34:32] "GET /load_site_table?csrfmiddlewaretoken=VSK3clpUKYjeTdAJKznXeyePUg7C23LFcOZZBVoi9cIxXcukz3hdb7vQjDUIT4vq&site_no=1&database=timeservice&table_name=telemetry&table_chinese_name=%E9%81%A5%E6%B5%8B%E8%A1%A8&all_keys=%7B%7D HTTP/1.1" 200 54533
[21/Apr/2021 06:34:35] "GET / HTTP/1.1" 200 34618
[21/Apr/2021 06:34:35] "GET /static/h-ui.admin/css/style.css HTTP/1.1" 404 1700
[21/Apr/2021 06:34:35] "GET /load_tables_info?csrfmiddlewaretoken=S6B4UH3e47N3FnZt6bREqj1PvVLZ4W8892Q0jh2CtlcmJmT4VFLUnSiQUiy5VXST HTTP/1.1" 200 1006
[21/Apr/2021 06:34:35] "GET / HTTP/1.1" 200 34618
[21/Apr/2021 06:34:35] "GET /static/h-ui.admin/css/style.css HTTP/1.1" 404 1700
[21/Apr/2021 06:34:35] "GET /load_tables_info?csrfmiddlewaretoken=HpkAXjls2L1IdBedulwIH7U4SHZ51ybgYlzwmTkQrZq1hA8OjPqYEGb5h4MbSzV1 HTTP/1.1" 200 1006
[21/Apr/2021 06:34:37] "GET /load_site_table?csrfmiddlewaretoken=HpkAXjls2L1IdBedulwIH7U4SHZ51ybgYlzwmTkQrZq1hA8OjPqYEGb5h4MbSzV1&site_no=1&database=timeservice&table_name=telemetry&table_chinese_name=%E9%81%A5%E6%B5%8B%E8%A1%A8&all_keys=%7B%7D HTTP/1.1" 200 54533
[21/Apr/2021 06:34:41] "GET /load_site_table?csrfmiddlewaretoken=HpkAXjls2L1IdBedulwIH7U4SHZ51ybgYlzwmTkQrZq1hA8OjPqYEGb5h4MbSzV1&site_no=1&database=timeservice&table_name=telemetry&table_chinese_name=%E9%81%A5%E6%B5%8B%E8%A1%A8&all_keys=%7B%7D HTTP/1.1" 200 54533
[21/Apr/2021 06:34:44] "GET / HTTP/1.1" 200 34618
[21/Apr/2021 06:34:44] "GET /static/h-ui.admin/css/style.css HTTP/1.1" 404 1700
[21/Apr/2021 06:34:44] "GET /load_tables_info?csrfmiddlewaretoken=yqN9x8YnkLkyyJVi8jFvRkW0p0XRQwSfPm25WIXLJZJRCIPTXNzLOTd1OnKXHxC0 HTTP/1.1" 200 1006
[21/Apr/2021 06:34:46] "GET /load_site_table?csrfmiddlewaretoken=yqN9x8YnkLkyyJVi8jFvRkW0p0XRQwSfPm25WIXLJZJRCIPTXNzLOTd1OnKXHxC0&site_no=1&database=timeservice&table_name=telemetry&table_chinese_name=%E9%81%A5%E6%B5%8B%E8%A1%A8&all_keys=%7B%7D HTTP/1.1" 200 54533
[21/Apr/2021 06:34:50] "GET / HTTP/1.1" 200 34618
[21/Apr/2021 06:34:50] "GET /static/h-ui.admin/css/style.css HTTP/1.1" 404 1700
[21/Apr/2021 06:34:50] "GET /load_tables_info?csrfmiddlewaretoken=NBxYLyARPLVrKxjtNQ9q5LGuMsTlFNZc4xMUa8zfeZkKOwd4Ck3G2kXvbPGrwOJX HTTP/1.1" 200 1006
[21/Apr/2021 06:34:52] "GET /load_site_table?csrfmiddlewaretoken=NBxYLyARPLVrKxjtNQ9q5LGuMsTlFNZc4xMUa8zfeZkKOwd4Ck3G2kXvbPGrwOJX&site_no=1&database=timeservice&table_name=telemetry&table_chinese_name=%E9%81%A5%E6%B5%8B%E8%A1%A8&all_keys=%7B%7D HTTP/1.1" 200 54533
[21/Apr/2021 06:35:37] "GET / HTTP/1.1" 200 34618
[21/Apr/2021 06:35:37] "GET /static/h-ui.admin/css/style.css HTTP/1.1" 404 1700
[21/Apr/2021 06:35:37] "GET /load_tables_info?csrfmiddlewaretoken=bAC2eKc1ye6ZxCfSh5kIevuV4QGUKzL4swRYDkbpXsviBB9t6zeYb4LWtdt0BAvP HTTP/1.1" 200 1006
[21/Apr/2021 06:41:38] "GET / HTTP/1.1" 200 34618
[21/Apr/2021 06:41:38] "GET /static/h-ui.admin/css/style.css HTTP/1.1" 404 1700
[21/Apr/2021 06:41:38] "GET /load_tables_info?csrfmiddlewaretoken=HifF7qJHEsZ29KedIjQhh5HPwWubGrqnYeuBw0I53GoldJ8OxNKxeEYQVjhhxsa8 HTTP/1.1" 200 1006
[21/Apr/2021 06:44:53] "GET / HTTP/1.1" 200 34618
[21/Apr/2021 06:44:53] "GET /static/h-ui.admin/css/style.css HTTP/1.1" 404 1700
[21/Apr/2021 06:44:54] "GET /load_tables_info?csrfmiddlewaretoken=Ha8xROLGYlu98JUYZyNki3LTpvfc66WnY6ntgoK4nzTscIOzO2HAfC2UOS2iX7G8 HTTP/1.1" 200 1006
[21/Apr/2021 06:44:56] "GET /load_site_table?csrfmiddlewaretoken=Ha8xROLGYlu98JUYZyNki3LTpvfc66WnY6ntgoK4nzTscIOzO2HAfC2UOS2iX7G8&site_no=1&database=timeservice&table_name=telemetry&table_chinese_name=%E9%81%A5%E6%B5%8B%E8%A1%A8&all_keys=%7B%7D HTTP/1.1" 200 56355
[21/Apr/2021 06:44:57] "GET /load_site_table?csrfmiddlewaretoken=Ha8xROLGYlu98JUYZyNki3LTpvfc66WnY6ntgoK4nzTscIOzO2HAfC2UOS2iX7G8&site_no=1&database=timeservice&table_name=telesignalling&table_chinese_name=%E9%81%A5%E4%BF%A1%E8%A1%A8&all_keys=%7B%7D HTTP/1.1" 200 31883
[21/Apr/2021 06:45:00] "GET / HTTP/1.1" 200 34618
[21/Apr/2021 06:45:00] "GET /static/h-ui.admin/css/style.css HTTP/1.1" 404 1700
[21/Apr/2021 06:45:00] "GET /load_tables_info?csrfmiddlewaretoken=Z9ZeGrHKpZhFMlk5vppxwIutC9sKikjPg5ea51G8OdGYQkeGkTjNthLu1wfQ9l3A HTTP/1.1" 200 1006
[21/Apr/2021 06:45:09] "GET /static/h-ui.admin/css/style.css HTTP/1.1" 404 1700
[21/Apr/2021 06:45:20] "GET / HTTP/1.1" 200 34618
[21/Apr/2021 06:45:21] "GET /static/h-ui.admin/css/style.css HTTP/1.1" 404 1700
[21/Apr/2021 06:45:21] "GET /load_tables_info?csrfmiddlewaretoken=3XzzSPq6aDWMWQBDVScZfKKXBj2BvXRHkTOvhppuzRl50PveKm6fcj1Y0GPHmYBs HTTP/1.1" 200 1006
[21/Apr/2021 06:46:12] "GET / HTTP/1.1" 200 34618
[21/Apr/2021 06:46:12] "GET /static/h-ui.admin/css/style.css HTTP/1.1" 404 1700
[21/Apr/2021 06:46:12] "GET /load_tables_info?csrfmiddlewaretoken=nrccTPhXdCsVFjI9qegwLC4PKpmR60rXEnr8ipglCQReJiCKfIaMIblQ9M9XX1bI HTTP/1.1" 200 1006
[21/Apr/2021 06:46:14] "GET /load_site_table?csrfmiddlewaretoken=nrccTPhXdCsVFjI9qegwLC4PKpmR60rXEnr8ipglCQReJiCKfIaMIblQ9M9XX1bI&site_no=2&database=iot&table_name=telemetry&table_chinese_name=%E9%81%A5%E6%B5%8B%E8%A1%A8&all_keys=%7B%7D HTTP/1.1" 200 14048
[21/Apr/2021 06:46:18] "GET /load_site_table?csrfmiddlewaretoken=nrccTPhXdCsVFjI9qegwLC4PKpmR60rXEnr8ipglCQReJiCKfIaMIblQ9M9XX1bI&site_no=2&database=iot&table_name=telemetry&table_chinese_name=%E9%81%A5%E6%B5%8B%E8%A1%A8&all_keys=%7B%7D HTTP/1.1" 200 14048
[21/Apr/2021 06:46:20] "GET /load_site_table?csrfmiddlewaretoken=nrccTPhXdCsVFjI9qegwLC4PKpmR60rXEnr8ipglCQReJiCKfIaMIblQ9M9XX1bI&site_no=2&database=iot&table_name=telesignalling&table_chinese_name=%E9%81%A5%E4%BF%A1%E8%A1%A8&all_keys=%7B%7D HTTP/1.1" 200 12230
[21/Apr/2021 06:46:23] "GET /load_site_table?csrfmiddlewaretoken=nrccTPhXdCsVFjI9qegwLC4PKpmR60rXEnr8ipglCQReJiCKfIaMIblQ9M9XX1bI&site_no=2&database=iot&table_name=telemetry&table_chinese_name=%E9%81%A5%E6%B5%8B%E8%A1%A8&all_keys=%7B%7D HTTP/1.1" 200 14048
[21/Apr/2021 06:46:49] "GET /load_site_table?csrfmiddlewaretoken=nrccTPhXdCsVFjI9qegwLC4PKpmR60rXEnr8ipglCQReJiCKfIaMIblQ9M9XX1bI&site_no=2&database=iot&table_name=telesignalling&table_chinese_name=%E9%81%A5%E4%BF%A1%E8%A1%A8&all_keys=%7B%7D HTTP/1.1" 200 12230
[21/Apr/2021 06:46:50] "GET /load_site_table?csrfmiddlewaretoken=nrccTPhXdCsVFjI9qegwLC4PKpmR60rXEnr8ipglCQReJiCKfIaMIblQ9M9XX1bI&site_no=2&database=iot&table_name=telemetry&table_chinese_name=%E9%81%A5%E6%B5%8B%E8%A1%A8&all_keys=%7B%7D HTTP/1.1" 200 14048
[21/Apr/2021 06:46:52] "GET /load_site_table?csrfmiddlewaretoken=nrccTPhXdCsVFjI9qegwLC4PKpmR60rXEnr8ipglCQReJiCKfIaMIblQ9M9XX1bI&site_no=1&database=timeservice&table_name=telesignalling&table_chinese_name=%E9%81%A5%E4%BF%A1%E8%A1%A8&all_keys=%7B%7D HTTP/1.1" 200 31883
[21/Apr/2021 06:46:52] "GET /load_site_table?csrfmiddlewaretoken=nrccTPhXdCsVFjI9qegwLC4PKpmR60rXEnr8ipglCQReJiCKfIaMIblQ9M9XX1bI&site_no=1&database=timeservice&table_name=telemetry&table_chinese_name=%E9%81%A5%E6%B5%8B%E8%A1%A8&all_keys=%7B%7D HTTP/1.1" 200 56383
[21/Apr/2021 06:46:54] "GET /load_site_table?csrfmiddlewaretoken=nrccTPhXdCsVFjI9qegwLC4PKpmR60rXEnr8ipglCQReJiCKfIaMIblQ9M9XX1bI&site_no=2&database=iot&table_name=telemetry&table_chinese_name=%E9%81%A5%E6%B5%8B%E8%A1%A8&all_keys=%7B%7D HTTP/1.1" 200 14048
[21/Apr/2021 06:46:59] "GET /load_site_table?csrfmiddlewaretoken=nrccTPhXdCsVFjI9qegwLC4PKpmR60rXEnr8ipglCQReJiCKfIaMIblQ9M9XX1bI&site_no=2&database=iot&table_name=telemetry&table_chinese_name=%E9%81%A5%E6%B5%8B%E8%A1%A8&all_keys=%7B%7D HTTP/1.1" 200 14048
[21/Apr/2021 06:47:09] "GET /load_site_table?csrfmiddlewaretoken=nrccTPhXdCsVFjI9qegwLC4PKpmR60rXEnr8ipglCQReJiCKfIaMIblQ9M9XX1bI&site_no=2&database=iot&table_name=telesignalling&table_chinese_name=%E9%81%A5%E4%BF%A1%E8%A1%A8&all_keys=%7B%7D HTTP/1.1" 200 12230
[21/Apr/2021 06:47:14] "GET /load_site_table?csrfmiddlewaretoken=nrccTPhXdCsVFjI9qegwLC4PKpmR60rXEnr8ipglCQReJiCKfIaMIblQ9M9XX1bI&site_no=2&database=iot&table_name=telesignalling&table_chinese_name=%E9%81%A5%E4%BF%A1%E8%A1%A8&all_keys=%7B%7D HTTP/1.1" 200 12230
[21/Apr/2021 06:47:30] "POST /refresh_influx_table HTTP/1.1" 200 19
[21/Apr/2021 06:47:31] "POST /refresh_influx_table HTTP/1.1" 200 19
[21/Apr/2021 06:47:32] "POST /refresh_influx_table HTTP/1.1" 200 19
[21/Apr/2021 06:47:33] "POST /refresh_influx_table HTTP/1.1" 200 19
[21/Apr/2021 06:47:34] "POST /refresh_influx_table HTTP/1.1" 200 19
[21/Apr/2021 06:47:35] "POST /refresh_influx_table HTTP/1.1" 200 19
[21/Apr/2021 06:47:36] "POST /refresh_influx_table HTTP/1.1" 200 19
[21/Apr/2021 06:47:37] "POST /refresh_influx_table HTTP/1.1" 200 19
[21/Apr/2021 06:47:38] "POST /refresh_influx_table HTTP/1.1" 200 19
[21/Apr/2021 06:47:38] "GET / HTTP/1.1" 200 34618
[21/Apr/2021 06:47:38] "GET /static/h-ui.admin/css/style.css HTTP/1.1" 404 1700
Not Found: /favicon.ico
